,data,first,second
550,"[2, 5, 5, 1, 4, 6, 3, 2, 0, 4, 5, 0, 1, 2, 3, 1, 2, 1, 6, 6]","[2, 5, 5, 1, 4, 6, 3, 2, 0, 4]","[5, 0, 1, 2, 3, 1, 2, 1, 6, 6]"
551,"[6, 2, 6, 3, 3, 4, 6, 2, 6, 1, 5, 4, 6, 5, 2, 0, 5, 0, 3, 4]","[6, 2, 6, 3, 3, 4, 6, 2, 6, 1]","[5, 4, 6, 5, 2, 0, 5, 0, 3, 4]"
552,"[5, 4, 2, 6, 0, 5, 5, 2, 6, 2, 3, 0, 2, 6, 4, 6, 0, 2, 5, 4]","[5, 4, 2, 6, 0, 5, 5, 2, 6, 2]","[3, 0, 2, 6, 4, 6, 0, 2, 5, 4]"
553,"[2, 0, 3, 4, 3, 1, 4, 2, 3, 2, 2, 6, 5, 0, 2, 5, 1, 2, 1, 2]","[2, 0, 3, 4, 3, 1, 4, 2, 3, 2]","[2, 6, 5, 0, 2, 5, 1, 2, 1, 2]"
554,"[6, 1, 1, 5, 1, 5, 6, 2, 0, 0, 0, 6, 3, 4, 2, 6, 0, 3, 0, 6]","[6, 1, 1, 5, 1, 5, 6, 2, 0, 0]","[0, 6, 3, 4, 2, 6, 0, 3, 0, 6]"
555,"[3, 1, 0, 4, 5, 1, 2, 6, 6, 3, 1, 6, 4, 0, 0, 6, 4, 3, 4, 6]","[3, 1, 0, 4, 5, 1, 2, 6, 6, 3]","[1, 6, 4, 0, 0, 6, 4, 3, 4, 6]"
556,"[4, 5, 6, 1, 5, 5, 4, 5, 3, 3, 3, 1, 0, 0, 1, 3, 4, 5, 6, 2]","[4, 5, 6, 1, 5, 5, 4, 5, 3, 3]","[3, 1, 0, 0, 1, 3, 4, 5, 6, 2]"
557,"[0, 4, 1, 3, 3, 5, 2, 5, 4, 0, 5, 0, 3, 6, 0, 4, 4, 6, 0, 2]","[0, 4, 1, 3, 3, 5, 2, 5, 4, 0]","[5, 0, 3, 6, 0, 4, 4, 6, 0, 2]"
558,"[5, 4, 2, 2, 4, 6, 0, 6, 2, 1, 3, 5, 3, 1, 0, 2, 2, 6, 1, 2]","[5, 4, 2, 2, 4, 6, 0, 6, 2, 1]","[3, 5, 3, 1, 0, 2, 2, 6, 1, 2]"
559,"[3, 1, 1, 0, 2, 0, 4, 0, 5, 1, 6, 5, 2, 0, 3, 3, 0, 6, 1, 5]","[3, 1, 1, 0, 2, 0, 4, 0, 5, 1]","[6, 5, 2, 0, 3, 3, 0, 6, 1, 5]"
560,"[2, 0, 3, 6, 6, 2, 0, 2, 2, 3, 0, 4, 4, 6, 5, 2, 0, 4, 5, 3]","[2, 0, 3, 6, 6, 2, 0, 2, 2, 3]","[0, 4, 4, 6, 5, 2, 0, 4, 5, 3]"
561,"[5, 2, 2, 4, 2, 0, 5, 4, 5, 3, 4, 6, 3, 2, 2, 3, 5, 2, 0, 1]","[5, 2, 2, 4, 2, 0, 5, 4, 5, 3]","[4, 6, 3, 2, 2, 3, 5, 2, 0, 1]"
562,"[3, 0, 0, 2, 3, 0, 2, 0, 2, 1, 4, 2, 2, 2, 5, 6, 6, 5, 1, 5]","[3, 0, 0, 2, 3, 0, 2, 0, 2, 1]","[4, 2, 2, 2, 5, 6, 6, 5, 1, 5]"
563,"[6, 5, 3, 4, 0, 2, 6, 6, 5, 1, 4, 2, 6, 4, 3, 3, 6, 6, 1, 3]","[6, 5, 3, 4, 0, 2, 6, 6, 5, 1]","[4, 2, 6, 4, 3, 3, 6, 6, 1, 3]"
564,"[2, 5, 6, 2, 4, 1, 2, 2, 1, 2, 6, 0, 5, 0, 5, 2, 5, 5, 6, 3]","[2, 5, 6, 2, 4, 1, 2, 2, 1, 2]","[6, 0, 5, 0, 5, 2, 5, 5, 6, 3]"
565,"[2, 4, 6, 3, 4, 5, 6, 6, 2, 4, 3, 0, 1, 4, 2, 4, 4, 0, 2, 1]","[2, 4, 6, 3, 4, 5, 6, 6, 2, 4]","[3, 0, 1, 4, 2, 4, 4, 0, 2, 1]"
566,"[1, 4, 1, 6, 6, 0, 6, 3, 6, 1, 4, 4, 4, 5, 0, 1, 6, 0, 0, 0]","[1, 4, 1, 6, 6, 0, 6, 3, 6, 1]","[4, 4, 4, 5, 0, 1, 6, 0, 0, 0]"
567,"[2, 0, 5, 3, 1, 2, 4, 2, 2, 3, 6, 3, 6, 1, 6, 0, 1, 4, 4, 5]","[2, 0, 5, 3, 1, 2, 4, 2, 2, 3]","[6, 3, 6, 1, 6, 0, 1, 4, 4, 5]"
568,"[5, 0, 1, 0, 3, 0, 3, 6, 0, 3, 3, 4, 0, 2, 3, 3, 2, 6, 0, 6]","[5, 0, 1, 0, 3, 0, 3, 6, 0, 3]","[3, 4, 0, 2, 3, 3, 2, 6, 0, 6]"
569,"[4, 4, 6, 2, 0, 6, 2, 4, 3, 4, 5, 6, 4, 3, 2, 4, 5, 5, 5, 5]","[4, 4, 6, 2, 0, 6, 2, 4, 3, 4]","[5, 6, 4, 3, 2, 4, 5, 5, 5, 5]"
570,"[6, 5, 4, 4, 5, 6, 2, 5, 0, 6, 6, 1, 1, 6, 2, 3, 2, 2, 6, 5]","[6, 5, 4, 4, 5, 6, 2, 5, 0, 6]","[6, 1, 1, 6, 2, 3, 2, 2, 6, 5]"
571,"[6, 6, 3, 3, 2, 3, 3, 2, 3, 1, 5, 6, 1, 4, 0, 6, 0, 5, 6, 2]","[6, 6, 3, 3, 2, 3, 3, 2, 3, 1]","[5, 6, 1, 4, 0, 6, 0, 5, 6, 2]"
572,"[0, 3, 6, 5, 2, 1, 0, 2, 5, 0, 0, 6, 5, 0, 3, 5, 4, 6, 3, 3]","[0, 3, 6, 5, 2, 1, 0, 2, 5, 0]","[0, 6, 5, 0, 3, 5, 4, 6, 3, 3]"
573,"[3, 0, 1, 1, 1, 0, 4, 1, 1, 1, 1, 5, 5, 3, 1, 1, 5, 2, 2, 4]","[3, 0, 1, 1, 1, 0, 4, 1, 1, 1]","[1, 5, 5, 3, 1, 1, 5, 2, 2, 4]"
574,"[0, 1, 0, 0, 4, 2, 2, 1, 3, 6, 0, 0, 3, 4, 6, 0, 4, 0, 2, 1]","[0, 1, 0, 0, 4, 2, 2, 1, 3, 6]","[0, 0, 3, 4, 6, 0, 4, 0, 2, 1]"
575,"[3, 3, 2, 4, 5, 6, 4, 1, 3, 5, 5, 4, 3, 0, 6, 3, 1, 5, 4, 2]","[3, 3, 2, 4, 5, 6, 4, 1, 3, 5]","[5, 4, 3, 0, 6, 3, 1, 5, 4, 2]"
576,"[1, 4, 5, 4, 0, 3, 1, 4, 0, 1, 1, 0, 0, 0, 1, 0, 4, 6, 3, 5]","[1, 4, 5, 4, 0, 3, 1, 4, 0, 1]","[1, 0, 0, 0, 1, 0, 4, 6, 3, 5]"
577,"[4, 1, 6, 3, 1, 2, 5, 0, 1, 4, 3, 2, 6, 1, 5, 3, 0, 2, 3, 2]","[4, 1, 6, 3, 1, 2, 5, 0, 1, 4]","[3, 2, 6, 1, 5, 3, 0, 2, 3, 2]"
578,"[4, 3, 4, 1, 5, 2, 0, 6, 4, 1, 0, 4, 0, 0, 0, 3, 2, 2, 1, 2]","[4, 3, 4, 1, 5, 2, 0, 6, 4, 1]","[0, 4, 0, 0, 0, 3, 2, 2, 1, 2]"
579,"[6, 5, 4, 5, 1, 6, 0, 1, 4, 0, 6, 5, 6, 4, 6, 1, 6, 1, 1, 3]","[6, 5, 4, 5, 1, 6, 0, 1, 4, 0]","[6, 5, 6, 4, 6, 1, 6, 1, 1, 3]"
580,"[2, 1, 0, 6, 5, 0, 4, 2, 3, 1, 4, 3, 3, 0, 3, 3, 5, 4, 6, 0]","[2, 1, 0, 6, 5, 0, 4, 2, 3, 1]","[4, 3, 3, 0, 3, 3, 5, 4, 6, 0]"
581,"[1, 6, 4, 2, 6, 2, 2, 3, 0, 6, 3, 4, 4, 2, 6, 4, 2, 1, 1, 3]","[1, 6, 4, 2, 6, 2, 2, 3, 0, 6]","[3, 4, 4, 2, 6, 4, 2, 1, 1, 3]"
582,"[4, 1, 5, 4, 2, 2, 1, 6, 2, 5, 2, 4, 1, 5, 4, 4, 4, 3, 3, 6]","[4, 1, 5, 4, 2, 2, 1, 6, 2, 5]","[2, 4, 1, 5, 4, 4, 4, 3, 3, 6]"
583,"[4, 0, 5, 6, 3, 6, 1, 5, 3, 6, 4, 1, 5, 3, 1, 2, 5, 1, 2, 6]","[4, 0, 5, 6, 3, 6, 1, 5, 3, 6]","[4, 1, 5, 3, 1, 2, 5, 1, 2, 6]"
584,"[3, 3, 3, 3, 4, 1, 6, 2, 0, 6, 0, 3, 6, 5, 6, 0, 4, 6, 1, 1]","[3, 3, 3, 3, 4, 1, 6, 2, 0, 6]","[0, 3, 6, 5, 6, 0, 4, 6, 1, 1]"
585,"[0, 5, 6, 2, 3, 0, 0, 3, 1, 2, 0, 1, 3, 1, 6, 6, 1, 1, 2, 4]","[0, 5, 6, 2, 3, 0, 0, 3, 1, 2]","[0, 1, 3, 1, 6, 6, 1, 1, 2, 4]"
586,"[4, 0, 5, 1, 2, 4, 5, 2, 2, 2, 5, 3, 0, 4, 6, 6, 1, 4, 3, 2]","[4, 0, 5, 1, 2, 4, 5, 2, 2, 2]","[5, 3, 0, 4, 6, 6, 1, 4, 3, 2]"
587,"[1, 2, 0, 6, 6, 2, 4, 3, 2, 4, 1, 3, 0, 4, 3, 6, 3, 1, 1, 6]","[1, 2, 0, 6, 6, 2, 4, 3, 2, 4]","[1, 3, 0, 4, 3, 6, 3, 1, 1, 6]"
588,"[3, 5, 6, 0, 4, 1, 2, 5, 6, 4, 5, 5, 2, 1, 1, 4, 3, 5, 4, 5]","[3, 5, 6, 0, 4, 1, 2, 5, 6, 4]","[5, 5, 2, 1, 1, 4, 3, 5, 4, 5]"
589,"[3, 2, 6, 3, 1, 4, 0, 3, 2, 1, 4, 0, 2, 0, 3, 1, 3, 3, 0, 5]","[3, 2, 6, 3, 1, 4, 0, 3, 2, 1]","[4, 0, 2, 0, 3, 1, 3, 3, 0, 5]"
590,"[4, 1, 4, 5, 5, 6, 4, 4, 2, 5, 5, 6, 5, 2, 1, 3, 2, 1, 2, 2]","[4, 1, 4, 5, 5, 6, 4, 4, 2, 5]","[5, 6, 5, 2, 1, 3, 2, 1, 2, 2]"
591,"[2, 4, 4, 1, 4, 6, 5, 3, 6, 2, 4, 0, 2, 1, 2, 6, 0, 1, 3, 2]","[2, 4, 4, 1, 4, 6, 5, 3, 6, 2]","[4, 0, 2, 1, 2, 6, 0, 1, 3, 2]"
592,"[6, 4, 4, 1, 0, 6, 5, 5, 3, 0, 4, 2, 5, 0, 4, 4, 1, 4, 0, 2]","[6, 4, 4, 1, 0, 6, 5, 5, 3, 0]","[4, 2, 5, 0, 4, 4, 1, 4, 0, 2]"
593,"[1, 1, 4, 0, 4, 0, 2, 0, 5, 0, 2, 0, 6, 3, 2, 5, 4, 6, 6, 3]","[1, 1, 4, 0, 4, 0, 2, 0, 5, 0]","[2, 0, 6, 3, 2, 5, 4, 6, 6, 3]"
594,"[6, 3, 0, 2, 2, 2, 3, 4, 2, 6, 1, 5, 6, 2, 6, 0, 2, 6, 6, 2]","[6, 3, 0, 2, 2, 2, 3, 4, 2, 6]","[1, 5, 6, 2, 6, 0, 2, 6, 6, 2]"
595,"[4, 1, 2, 3, 4, 0, 0, 6, 6, 5, 5, 6, 2, 0, 5, 0, 3, 2, 3, 2]","[4, 1, 2, 3, 4, 0, 0, 6, 6, 5]","[5, 6, 2, 0, 5, 0, 3, 2, 3, 2]"
596,"[4, 5, 4, 0, 1, 2, 0, 4, 0, 5, 3, 5, 0, 6, 2, 6, 4, 1, 0, 4]","[4, 5, 4, 0, 1, 2, 0, 4, 0, 5]","[3, 5, 0, 6, 2, 6, 4, 1, 0, 4]"
597,"[4, 3, 2, 2, 4, 5, 5, 1, 4, 1, 4, 4, 1, 0, 1, 3, 3, 3, 2, 2]","[4, 3, 2, 2, 4, 5, 5, 1, 4, 1]","[4, 4, 1, 0, 1, 3, 3, 3, 2, 2]"
598,"[2, 1, 1, 0, 3, 3, 3, 4, 6, 3, 5, 0, 4, 6, 5, 6, 1, 3, 2, 3]","[2, 1, 1, 0, 3, 3, 3, 4, 6, 3]","[5, 0, 4, 6, 5, 6, 1, 3, 2, 3]"
599,"[3, 5, 1, 6, 1, 5, 5, 5, 2, 5, 4, 3, 5, 6, 3, 4, 5, 3, 1, 1]","[3, 5, 1, 6, 1, 5, 5, 5, 2, 5]","[4, 3, 5, 6, 3, 4, 5, 3, 1, 1]"
600,"[1, 0, 0, 2, 5, 0, 1, 0, 1, 1, 3, 4, 5, 5, 4, 1, 1, 2, 1, 2]","[1, 0, 0, 2, 5, 0, 1, 0, 1, 1]","[3, 4, 5, 5, 4, 1, 1, 2, 1, 2]"
601,"[3, 4, 1, 2, 4, 2, 6, 4, 1, 0, 0, 1, 5, 4, 0, 0, 2, 0, 6, 3]","[3, 4, 1, 2, 4, 2, 6, 4, 1, 0]","[0, 1, 5, 4, 0, 0, 2, 0, 6, 3]"
602,"[3, 0, 4, 6, 3, 3, 4, 4, 0, 6, 0, 6, 1, 5, 0, 4, 4, 4, 5, 2]","[3, 0, 4, 6, 3, 3, 4, 4, 0, 6]","[0, 6, 1, 5, 0, 4, 4, 4, 5, 2]"
603,"[2, 6, 5, 5, 2, 0, 5, 3, 4, 3, 4, 5, 5, 5, 3, 0, 5, 1, 2, 6]","[2, 6, 5, 5, 2, 0, 5, 3, 4, 3]","[4, 5, 5, 5, 3, 0, 5, 1, 2, 6]"
604,"[0, 2, 0, 6, 5, 0, 1, 2, 3, 2, 6, 3, 6, 0, 2, 6, 4, 1, 5, 5]","[0, 2, 0, 6, 5, 0, 1, 2, 3, 2]","[6, 3, 6, 0, 2, 6, 4, 1, 5, 5]"
605,"[0, 6, 5, 0, 1, 0, 5, 1, 6, 2, 1, 5, 5, 1, 5, 2, 2, 0, 0, 2]","[0, 6, 5, 0, 1, 0, 5, 1, 6, 2]","[1, 5, 5, 1, 5, 2, 2, 0, 0, 2]"
606,"[1, 0, 2, 2, 4, 3, 4, 0, 4, 4, 6, 6, 6, 6, 2, 3, 4, 6, 6, 3]","[1, 0, 2, 2, 4, 3, 4, 0, 4, 4]","[6, 6, 6, 6, 2, 3, 4, 6, 6, 3]"
607,"[1, 5, 2, 5, 0, 4, 2, 4, 1, 1, 5, 0, 6, 4, 0, 0, 4, 0, 4, 0]","[1, 5, 2, 5, 0, 4, 2, 4, 1, 1]","[5, 0, 6, 4, 0, 0, 4, 0, 4, 0]"
608,"[6, 1, 4, 1, 3, 1, 0, 3, 0, 5, 5, 1, 0, 3, 1, 1, 2, 6, 5, 5]","[6, 1, 4, 1, 3, 1, 0, 3, 0, 5]","[5, 1, 0, 3, 1, 1, 2, 6, 5, 5]"
609,"[3, 4, 6, 0, 6, 3, 4, 5, 3, 3, 0, 0, 5, 1, 4, 2, 5, 4, 5, 6]","[3, 4, 6, 0, 6, 3, 4, 5, 3, 3]","[0, 0, 5, 1, 4, 2, 5, 4, 5, 6]"
610,"[5, 6, 0, 2, 4, 6, 0, 0, 2, 3, 2, 3, 5, 1, 5, 4, 1, 4, 2, 3]","[5, 6, 0, 2, 4, 6, 0, 0, 2, 3]","[2, 3, 5, 1, 5, 4, 1, 4, 2, 3]"
611,"[3, 4, 3, 3, 2, 0, 1, 3, 2, 3, 6, 0, 4, 4, 5, 5, 6, 4, 4, 1]","[3, 4, 3, 3, 2, 0, 1, 3, 2, 3]","[6, 0, 4, 4, 5, 5, 6, 4, 4, 1]"
612,"[1, 6, 0, 1, 6, 4, 2, 0, 6, 2, 5, 5, 4, 0, 1, 5, 6, 3, 1, 5]","[1, 6, 0, 1, 6, 4, 2, 0, 6, 2]","[5, 5, 4, 0, 1, 5, 6, 3, 1, 5]"
613,"[0, 5, 5, 5, 5, 4, 2, 3, 0, 2, 2, 1, 6, 5, 5, 2, 6, 4, 1, 1]","[0, 5, 5, 5, 5, 4, 2, 3, 0, 2]","[2, 1, 6, 5, 5, 2, 6, 4, 1, 1]"
614,"[1, 2, 1, 2, 4, 5, 1, 4, 3, 1, 4, 2, 5, 3, 6, 1, 3, 0, 3, 1]","[1, 2, 1, 2, 4, 5, 1, 4, 3, 1]","[4, 2, 5, 3, 6, 1, 3, 0, 3, 1]"
615,"[5, 6, 5, 2, 6, 2, 0, 1, 5, 3, 0, 6, 4, 4, 4, 2, 0, 2, 0, 5]","[5, 6, 5, 2, 6, 2, 0, 1, 5, 3]","[0, 6, 4, 4, 4, 2, 0, 2, 0, 5]"
616,"[5, 4, 0, 0, 0, 0, 5, 0, 2, 5, 0, 2, 3, 5, 6, 4, 2, 6, 0, 5]","[5, 4, 0, 0, 0, 0, 5, 0, 2, 5]","[0, 2, 3, 5, 6, 4, 2, 6, 0, 5]"
617,"[1, 3, 0, 5, 2, 1, 4, 6, 2, 1, 1, 4, 5, 6, 1, 1, 5, 4, 4, 0]","[1, 3, 0, 5, 2, 1, 4, 6, 2, 1]","[1, 4, 5, 6, 1, 1, 5, 4, 4, 0]"
618,"[3, 6, 4, 5, 6, 2, 3, 4, 5, 6, 0, 0, 1, 3, 2, 0, 3, 6, 0, 5]","[3, 6, 4, 5, 6, 2, 3, 4, 5, 6]","[0, 0, 1, 3, 2, 0, 3, 6, 0, 5]"
619,"[5, 0, 1, 5, 2, 5, 1, 5, 2, 6, 1, 2, 0, 3, 2, 4, 4, 4, 0, 3]","[5, 0, 1, 5, 2, 5, 1, 5, 2, 6]","[1, 2, 0, 3, 2, 4, 4, 4, 0, 3]"
620,"[3, 3, 5, 0, 3, 3, 1, 5, 5, 5, 5, 6, 4, 1, 1, 2, 5, 0, 1, 2]","[3, 3, 5, 0, 3, 3, 1, 5, 5, 5]","[5, 6, 4, 1, 1, 2, 5, 0, 1, 2]"
621,"[2, 1, 0, 3, 5, 3, 4, 5, 4, 0, 6, 5, 0, 4, 3, 6, 1, 3, 4, 5]","[2, 1, 0, 3, 5, 3, 4, 5, 4, 0]","[6, 5, 0, 4, 3, 6, 1, 3, 4, 5]"
622,"[1, 0, 1, 4, 5, 4, 4, 2, 3, 3, 5, 3, 3, 0, 6, 4, 1, 2, 5, 5]","[1, 0, 1, 4, 5, 4, 4, 2, 3, 3]","[5, 3, 3, 0, 6, 4, 1, 2, 5, 5]"
623,"[1, 2, 2, 0, 6, 3, 3, 4, 4, 5, 2, 1, 2, 3, 4, 1, 4, 1, 6, 1]","[1, 2, 2, 0, 6, 3, 3, 4, 4, 5]","[2, 1, 2, 3, 4, 1, 4, 1, 6, 1]"
624,"[0, 6, 0, 3, 5, 4, 6, 6, 4, 3, 3, 5, 6, 3, 1, 4, 5, 5, 6, 4]","[0, 6, 0, 3, 5, 4, 6, 6, 4, 3]","[3, 5, 6, 3, 1, 4, 5, 5, 6, 4]"
625,"[0, 6, 4, 5, 0, 3, 1, 5, 6, 6, 6, 0, 5, 4, 3, 6, 5, 0, 0, 6]","[0, 6, 4, 5, 0, 3, 1, 5, 6, 6]","[6, 0, 5, 4, 3, 6, 5, 0, 0, 6]"
626,"[2, 5, 2, 5, 5, 5, 1, 5, 3, 1, 4, 4, 1, 0, 0, 4, 1, 5, 2, 5]","[2, 5, 2, 5, 5, 5, 1, 5, 3, 1]","[4, 4, 1, 0, 0, 4, 1, 5, 2, 5]"
627,"[5, 3, 0, 1, 0, 4, 0, 3, 5, 0, 4, 3, 5, 0, 4, 6, 0, 6, 4, 6]","[5, 3, 0, 1, 0, 4, 0, 3, 5, 0]","[4, 3, 5, 0, 4, 6, 0, 6, 4, 6]"
628,"[4, 5, 3, 3, 6, 5, 6, 5, 0, 5, 6, 4, 2, 6, 3, 6, 1, 2, 6, 3]","[4, 5, 3, 3, 6, 5, 6, 5, 0, 5]","[6, 4, 2, 6, 3, 6, 1, 2, 6, 3]"
629,"[1, 0, 3, 3, 5, 2, 3, 0, 3, 3, 2, 4, 2, 0, 2, 1, 6, 2, 4, 5]","[1, 0, 3, 3, 5, 2, 3, 0, 3, 3]","[2, 4, 2, 0, 2, 1, 6, 2, 4, 5]"
630,"[5, 5, 2, 3, 0, 4, 6, 3, 6, 2, 2, 4, 5, 6, 1, 4, 1, 2, 2, 5]","[5, 5, 2, 3, 0, 4, 6, 3, 6, 2]","[2, 4, 5, 6, 1, 4, 1, 2, 2, 5]"
631,"[1, 6, 0, 4, 2, 0, 3, 4, 6, 6, 5, 0, 0, 2, 4, 3, 0, 1, 0, 0]","[1, 6, 0, 4, 2, 0, 3, 4, 6, 6]","[5, 0, 0, 2, 4, 3, 0, 1, 0, 0]"
632,"[2, 5, 2, 1, 4, 3, 1, 5, 3, 6, 6, 1, 3, 4, 6, 5, 0, 5, 2, 3]","[2, 5, 2, 1, 4, 3, 1, 5, 3, 6]","[6, 1, 3, 4, 6, 5, 0, 5, 2, 3]"
633,"[4, 1, 1, 2, 4, 3, 0, 2, 1, 0, 1, 5, 4, 1, 5, 6, 2, 3, 4, 5]","[4, 1, 1, 2, 4, 3, 0, 2, 1, 0]","[1, 5, 4, 1, 5, 6, 2, 3, 4, 5]"
634,"[1, 0, 0, 2, 0, 3, 0, 6, 6, 4, 1, 6, 5, 6, 6, 5, 4, 4, 3, 6]","[1, 0, 0, 2, 0, 3, 0, 6, 6, 4]","[1, 6, 5, 6, 6, 5, 4, 4, 3, 6]"
635,"[2, 0, 1, 1, 6, 2, 1, 4, 2, 6, 4, 4, 5, 1, 3, 0, 4, 0, 5, 2]","[2, 0, 1, 1, 6, 2, 1, 4, 2, 6]","[4, 4, 5, 1, 3, 0, 4, 0, 5, 2]"
636,"[0, 0, 6, 3, 5, 0, 0, 4, 2, 2, 2, 3, 3, 5, 2, 0, 6, 4, 4, 3]","[0, 0, 6, 3, 5, 0, 0, 4, 2, 2]","[2, 3, 3, 5, 2, 0, 6, 4, 4, 3]"
637,"[6, 1, 2, 5, 0, 0, 1, 6, 1, 6, 3, 5, 4, 0, 0, 3, 4, 1, 5, 4]","[6, 1, 2, 5, 0, 0, 1, 6, 1, 6]","[3, 5, 4, 0, 0, 3, 4, 1, 5, 4]"
638,"[0, 0, 2, 6, 6, 2, 3, 6, 5, 5, 0, 6, 0, 4, 1, 1, 0, 4, 6, 3]","[0, 0, 2, 6, 6, 2, 3, 6, 5, 5]","[0, 6, 0, 4, 1, 1, 0, 4, 6, 3]"
639,"[1, 4, 4, 0, 4, 4, 3, 0, 0, 2, 5, 0, 5, 4, 3, 5, 2, 5, 0, 1]","[1, 4, 4, 0, 4, 4, 3, 0, 0, 2]","[5, 0, 5, 4, 3, 5, 2, 5, 0, 1]"
640,"[0, 2, 6, 1, 4, 6, 4, 5, 2, 4, 3, 5, 0, 2, 6, 2, 1, 4, 0, 1]","[0, 2, 6, 1, 4, 6, 4, 5, 2, 4]","[3, 5, 0, 2, 6, 2, 1, 4, 0, 1]"
641,"[1, 1, 1, 1, 4, 2, 2, 2, 3, 6, 6, 1, 3, 6, 4, 0, 2, 4, 2, 5]","[1, 1, 1, 1, 4, 2, 2, 2, 3, 6]","[6, 1, 3, 6, 4, 0, 2, 4, 2, 5]"
642,"[0, 3, 4, 6, 4, 5, 5, 2, 0, 2, 0, 0, 1, 3, 1, 3, 3, 1, 2, 6]","[0, 3, 4, 6, 4, 5, 5, 2, 0, 2]","[0, 0, 1, 3, 1, 3, 3, 1, 2, 6]"
643,"[5, 3, 5, 6, 3, 1, 2, 0, 1, 4, 0, 4, 1, 4, 3, 6, 0, 3, 6, 3]","[5, 3, 5, 6, 3, 1, 2, 0, 1, 4]","[0, 4, 1, 4, 3, 6, 0, 3, 6, 3]"
644,"[3, 2, 4, 5, 4, 5, 1, 4, 3, 2, 4, 5, 6, 0, 3, 2, 6, 2, 0, 1]","[3, 2, 4, 5, 4, 5, 1, 4, 3, 2]","[4, 5, 6, 0, 3, 2, 6, 2, 0, 1]"
645,"[4, 2, 2, 3, 4, 5, 4, 0, 1, 6, 1, 4, 0, 3, 4, 4, 4, 4, 0, 0]","[4, 2, 2, 3, 4, 5, 4, 0, 1, 6]","[1, 4, 0, 3, 4, 4, 4, 4, 0, 0]"
646,"[4, 5, 6, 6, 1, 1, 6, 6, 1, 6, 2, 3, 3, 6, 0, 0, 2, 1, 3, 0]","[4, 5, 6, 6, 1, 1, 6, 6, 1, 6]","[2, 3, 3, 6, 0, 0, 2, 1, 3, 0]"
647,"[1, 6, 0, 3, 4, 1, 5, 3, 1, 2, 5, 4, 3, 0, 1, 6, 5, 1, 1, 5]","[1, 6, 0, 3, 4, 1, 5, 3, 1, 2]","[5, 4, 3, 0, 1, 6, 5, 1, 1, 5]"
648,"[4, 2, 5, 3, 2, 0, 3, 0, 1, 4, 6, 4, 2, 5, 0, 5, 4, 6, 5, 2]","[4, 2, 5, 3, 2, 0, 3, 0, 1, 4]","[6, 4, 2, 5, 0, 5, 4, 6, 5, 2]"
649,"[1, 4, 3, 0, 3, 2, 0, 2, 5, 2, 6, 6, 0, 1, 5, 6, 1, 1, 3, 6]","[1, 4, 3, 0, 3, 2, 0, 2, 5, 2]","[6, 6, 0, 1, 5, 6, 1, 1, 3, 6]"
650,"[0, 1, 1, 4, 1, 5, 2, 5, 6, 1, 5, 6, 0, 6, 5, 3, 4, 3, 3, 0]","[0, 1, 1, 4, 1, 5, 2, 5, 6, 1]","[5, 6, 0, 6, 5, 3, 4, 3, 3, 0]"
651,"[0, 5, 5, 4, 2, 5, 4, 4, 4, 1, 3, 0, 5, 3, 2, 6, 1, 1, 1, 0]","[0, 5, 5, 4, 2, 5, 4, 4, 4, 1]","[3, 0, 5, 3, 2, 6, 1, 1, 1, 0]"
652,"[3, 6, 3, 2, 3, 3, 3, 0, 4, 0, 0, 2, 1, 0, 5, 4, 6, 4, 3, 0]","[3, 6, 3, 2, 3, 3, 3, 0, 4, 0]","[0, 2, 1, 0, 5, 4, 6, 4, 3, 0]"
653,"[5, 5, 4, 4, 2, 2, 1, 2, 1, 4, 5, 3, 2, 6, 2, 6, 6, 5, 2, 3]","[5, 5, 4, 4, 2, 2, 1, 2, 1, 4]","[5, 3, 2, 6, 2, 6, 6, 5, 2, 3]"
654,"[0, 2, 4, 3, 5, 2, 1, 4, 5, 0, 4, 4, 0, 1, 6, 4, 3, 3, 0, 6]","[0, 2, 4, 3, 5, 2, 1, 4, 5, 0]","[4, 4, 0, 1, 6, 4, 3, 3, 0, 6]"
655,"[0, 2, 4, 5, 6, 4, 5, 1, 5, 4, 6, 0, 6, 3, 0, 3, 6, 2, 0, 0]","[0, 2, 4, 5, 6, 4, 5, 1, 5, 4]","[6, 0, 6, 3, 0, 3, 6, 2, 0, 0]"
656,"[6, 5, 2, 6, 6, 1, 1, 0, 1, 4, 5, 0, 2, 1, 0, 5, 0, 5, 4, 3]","[6, 5, 2, 6, 6, 1, 1, 0, 1, 4]","[5, 0, 2, 1, 0, 5, 0, 5, 4, 3]"
657,"[0, 0, 2, 2, 2, 6, 5, 6, 2, 3, 0, 4, 3, 5, 4, 4, 5, 6, 5, 3]","[0, 0, 2, 2, 2, 6, 5, 6, 2, 3]","[0, 4, 3, 5, 4, 4, 5, 6, 5, 3]"
658,"[3, 3, 6, 1, 6, 6, 2, 2, 4, 5, 5, 3, 3, 6, 4, 1, 6, 0, 2, 5]","[3, 3, 6, 1, 6, 6, 2, 2, 4, 5]","[5, 3, 3, 6, 4, 1, 6, 0, 2, 5]"
659,"[2, 4, 5, 2, 3, 4, 1, 5, 3, 0, 0, 4, 6, 1, 1, 6, 6, 2, 4, 1]","[2, 4, 5, 2, 3, 4, 1, 5, 3, 0]","[0, 4, 6, 1, 1, 6, 6, 2, 4, 1]"
